,Unnamed: 0,time,tc_1,tc_2
0,0,0.0,22.072923982031273,21.957414889941727
1,1,1.0,22.096440221868765,21.995110146459233
2,2,2.0,22.09422750226398,21.985589829009907
3,3,3.0,22.07536427893473,21.95355761029003
4,4,4.0,22.049345599165008,21.92059339862919
5,5,5.0,22.02443139881336,21.898590764134305
6,6,6.0,22.00575250055713,21.889499092434455
7,7,7.0,21.994900191320305,21.8895334372735
8,8,8.0,21.990874723057576,21.8935727122741
9,9,9.0,21.991419670154297,21.897795414237184
10,10,10.0,21.99414164615227,21.900423158478155
11,11,11.0,21.997181864728883,21.901284298599155
12,12,12.0,21.999453928982078,21.90099785208945
13,13,13.0,22.00058319497034,21.900297472304285
14,14,14.0,22.00070459040972,21.899680715209236
15,15,15.0,22.000238326166368,21.899342379429516
16,16,16.0,21.999704265400315,21.89926281946584
17,17,17.0,21.999583118078586,21.899332155622567
18,18,18.0,22.00020164025695,21.899442219948327
19,19,19.0,22.00161519629765,21.899527836077606
20,20,20.0,22.003482400953892,21.899568860525097
21,21,21.0,22.00496479661536,21.899573533012376
22,22,22.0,22.004724996296368,21.899559805941774
23,23,23.0,22.001118119068963,21.899543044449096
24,24,24.0,21.992647219658423,21.899531434763748
25,25,25.0,21.97865734206185,21.899526700057844
26,26,26.0,21.96005855813376,21.899526955973755
27,27,27.0,21.939602989993695,21.899529420892897
28,28,28.0,21.920984131572,21.899531992789136
29,29,29.0,21.906948796036026,21.89953368020481
30,30,30.0,21.898401285719963,21.89953433429738
31,31,31.0,21.894689016500003,21.89953417272952
32,32,32.0,21.894335440497336,21.899533430695243
33,33,33.0,21.89574118539608,21.89953227455644
34,34,34.0,21.897638202173802,21.899530950734135
35,35,35.0,21.89926566974232,21.899530025172343
36,36,36.0,21.90033455368727,21.899530488905498
37,37,37.0,21.900877603369683,21.89953347471876
38,38,38.0,21.90106991892585,21.899539425778723
39,39,39.0,21.901077093199476,21.899546831890106
40,40,40.0,21.900960592074412,21.899551140878426
41,41,41.0,21.900651303952586,21.899545003160846
42,42,42.0,21.89999186625112,21.899521226722726
43,43,43.0,21.898841211782113,21.89947914056936
44,44,44.0,21.89722407913044,21.899432977932744
45,45,45.0,21.89548959897502,21.89941750802094
46,46,46.0,21.894417563173697,21.899482822521815
47,47,47.0,21.895187574495726,21.899669829095384
48,48,48.0,21.89912218140833,21.899964497873906
49,49,49.0,21.907152872499022,21.90024487459024
50,50,50.0,21.91905807623501,21.900258014695044
51,51,51.0,21.93269185673682,21.89968317728937
52,52,52.0,21.94363956450662,21.898331977908942
53,53,53.0,21.945941729000577,21.896481583287706
54,54,54.0,21.934621299698374,21.895223187496057
55,55,55.0,21.910571739931186,21.896564930655675
56,56,56.0,21.8867537918326,21.902950698622472
57,57,57.0,21.89207903189971,21.916003679829682
58,58,58.0,21.970649607850486,21.934851883803788
59,59,59.0,22.175333326070454,21.955423817206675
60,60,60.0,22.5563892694214,21.97328751766173
61,61,61.0,23.14885379442023,21.989353451364305
62,62,62.0,23.967053366922713,22.011008805815216
63,63,63.0,25.011716413843658,22.04796767196759
64,64,64.0,26.271297511996718,22.10632833726019
65,65,65.0,27.710969818519732,22.1855754803989
66,66,66.0,29.272607050739662,22.281844804207186
67,67,67.0,30.886986833733772,22.393427921817786
68,68,68.0,32.49121774415902,22.524266575471138
69,69,69.0,34.04661326756245,22.684534187975025
70,70,70.0,35.55245302386974,22.886539131868147
71,71,71.0,37.04495922431982,23.13536642686576
72,72,72.0,38.572815461138,23.42519580183865
73,73,73.0,40.161865099496964,23.739082101248574
74,74,74.0,41.80538165859801,24.05325935656614
75,75,75.0,43.474314264062,24.347600961274644
76,76,76.0,45.132818060533765,24.62000247760349
77,77,77.0,46.75430176014729,24.895295292401013
78,78,78.0,48.33478620764424,25.218943092545246
79,79,79.0,49.896689576083155,25.632317454446675
80,80,80.0,51.47255194354406,26.15162807764425
81,81,81.0,53.0749929958484,26.75385650060851
82,82,82.0,54.689454806378386,27.373646659002198
83,83,83.0,56.28774967172149,27.937867845012068
84,84,84.0,57.849131235361604,28.426910173601172
85,85,85.0,59.37756199007889,28.86653274041797
86,86,86.0,60.905799540048186,29.28455920030298
87,87,87.0,62.47611503349549,29.69224607352699
