,time,tc_1,tc_2
0,0.0,23.575492165043546,22.916496226668833
1,1.0,23.585679549136945,23.291947803199786
2,2.0,23.59382150788209,23.466018360023117
3,3.0,23.600097687962215,23.50454321330931
4,4.0,23.604696211942965,23.474186300881716
5,5.0,23.6078085204204,23.42484151736922
6,6.0,23.609624183991524,23.384365283205085
7,7.0,23.610326321001423,23.362126727129205
8,8.0,23.610088056110833,23.35617480705521
9,9.0,23.60907026993692,23.360065963992227
10,10.0,23.607420742108427,23.367440083262295
11,11.0,23.605274659064847,23.37410239342955
12,12.0,23.602756346075296,23.378275960979195
13,13.0,23.59998200645213,23.379919966749473
14,14.0,23.59706317439399,23.379834673217275
15,15.0,23.594110538373947,23.378960420903883
16,16.0,23.59123776393568,23.37799859070194
17,17.0,23.58856491346924,23.377309342937195
18,18.0,23.58622106366265,23.376974115653987
19,19.0,23.584345726998013,23.37691593815251
20,20.0,23.583088713109206,23.37700797942458
21,21.0,23.582608105311426,23.37714117486104
22,22.0,23.58306609119778,23.3772504449565
23,23.0,23.584622475624805,23.377312765698147
24,24.0,23.587425792980184,23.37733254174434
25,25.0,23.591602081214642,23.377325735966714
26,26.0,23.597241516904862,23.377308582672146
27,27.0,23.60438327948792,23.377292148368564
28,28.0,23.612999209348796,23.377281432162107
29,29.0,23.62297701640483,23.377276908685744
30,30.0,23.63410400370168,23.377276729555412
31,31.0,23.6460524783613,23.37727853201672
32,32.0,23.65836820847613,23.377280493330858
33,33.0,23.670463446997957,23.377281708632825
34,34.0,23.68161616169312,23.377282139159902
35,35.0,23.690977174905157,23.3772823561515
36,36.0,23.697586876845417,23.377283199057363
37,37.0,23.700403087155244,23.3772853665644
38,38.0,23.698341372908626,23.37728892760895
39,39.0,23.69032879522772,23.377292805500165
40,40.0,23.675371525079346,23.37729444120268
41,41.0,23.652636135025958,23.37729002214333
42,42.0,23.621543554251506,23.377275753073636
43,43.0,23.581873739835235,23.377250480030032
44,44.0,23.533878056825852,23.37721939473467
45,45.0,23.478395223917097,23.377197492316995
46,46.0,23.416965498024364,23.377210141247968
47,47.0,23.351936635145936,23.37728717283306
48,48.0,23.286554118009107,23.377447370215414
49,49.0,23.225027326737653,23.377673396307667
50,50.0,23.172562790298336,23.377883868297914
51,51.0,23.135355604066472,23.37791879628596
52,52.0,23.120530585454226,23.377563617530466
53,53.0,23.13602594050652,23.376638926191347
54,54.0,23.19041429452564,23.37516871793632
55,55.0,23.292658954695113,23.37360189511113
56,56.0,23.45180742893676,23.373000675474827
57,57.0,23.67662955100173,23.375043992328983
58,58.0,23.97521427166224,23.381668594325074
59,59.0,24.354545981569572,23.394256850739858
60,60.0,24.82009028323456,23.412562711144027
61,61.0,25.375419982667065,23.43411145326974
62,62.0,26.021934288150344,23.455507005934198
63,63.0,26.758725950045914,23.475359082769483
64,64.0,27.582655375946725,23.494815775796656
65,65.0,28.48858833228325,23.515726161179696
66,66.0,29.469763630041566,23.538661227180143
67,67.0,30.518237590682904,23.56296586030931
68,68.0,31.62535151339152,23.588779150571703
69,69.0,32.78216460057678,23.617120141009732
70,70.0,33.97980863977432,23.64841360247227
71,71.0,35.20974292077259,23.682402559139902
72,72.0,36.46401860464234,23.72032966204226
73,73.0,37.73549755688702,23.76649839561702
74,74.0,39.0180205483928,23.828291131346518
75,75.0,40.30648753767624,23.91240577303209
76,76.0,41.59684592219321,24.020022906597376
77,77.0,42.88598083674132,24.145362833147885
78,78.0,44.17163558088446,24.27819565707577
79,79.0,45.45233912537053,24.408846105009726
80,80.0,46.727338213766174,24.5322199004662
81,81.0,47.99651513378283,24.649892115363087
82,82.0,49.260294335590046,24.767273319688766
83,83.0,50.51951083095228,24.88841311984801
84,84.0,51.775237292733244,25.014366207625766
85,85.0,53.028570554627464,25.142881419068665
86,86.0,54.280501517872686,25.269350627870505
87,87.0,55.53183128067624,25.38957991620287
88,88.0,56.78312377653835,25.501236590890827
89,89.0,58.034671248234986,25.604628933584056
90,90.0,59.28646448576312,25.70271785224668
91,91.0,60.53815747343358,25.79753057308573
92,92.0,61.78903166478583,25.887333192813916
93,93.0,63.03795086756093,25.966648013007553
94,94.0,64.28342771606582,26.028522101989118
95,95.0,65.52375184689652,26.067937033296143
96,96.0,66.75715779285638,26.084129411425764
97,97.0,67.98200373625235,26.080011978342835
98,98.0,69.19693783151543,26.060806356995087
99,99.0,70.40101598238365,26.033753897527433
100,100.0,71.59375849567655,26.008454060458533
101,101.0,72.77511809186574,25.995668389185262
102,102.0,73.94547465782004,26.003931909065727
