,time,tc_1,tc_2
0,0.0,22.1,22.0
1,1.0,22.1,22.0
2,2.0,22.1,22.0
3,3.0,22.1,21.9
4,4.0,22.0,21.9
5,5.0,22.0,21.9
6,6.0,22.0,21.9
7,7.0,22.0,21.9
8,8.0,22.0,21.9
9,9.0,22.0,21.9
10,10.0,22.0,21.9
11,11.0,22.0,21.9
12,12.0,22.0,21.9
13,13.0,22.0,21.9
14,14.0,22.0,21.9
15,15.0,22.0,21.9
16,16.0,22.0,21.9
17,17.0,22.0,21.9
18,18.0,22.0,21.9
19,19.0,22.0,21.9
20,20.0,22.0,21.9
21,21.0,22.0,21.9
22,22.0,22.0,21.9
23,23.0,22.0,21.9
24,24.0,22.0,21.9
25,25.0,22.0,21.9
26,26.0,22.0,21.9
27,27.0,21.9,21.9
28,28.0,21.9,21.9
29,29.0,21.9,21.9
30,30.0,21.9,21.9
31,31.0,21.9,21.9
32,32.0,21.9,21.9
33,33.0,21.9,21.9
34,34.0,21.9,21.9
35,35.0,21.9,21.9
36,36.0,21.9,21.9
37,37.0,21.9,21.9
38,38.0,21.9,21.9
39,39.0,21.9,21.9
40,40.0,21.9,21.9
41,41.0,21.9,21.9
42,42.0,21.9,21.9
43,43.0,21.9,21.9
44,44.0,21.9,21.9
45,45.0,21.9,21.9
46,46.0,21.9,21.9
47,47.0,21.9,21.9
48,48.0,21.9,21.9
49,49.0,21.9,21.9
50,50.0,21.9,21.9
51,51.0,21.9,21.9
52,52.0,21.9,21.9
53,53.0,21.9,21.9
54,54.0,22.0,21.9
55,55.0,22.0,21.9
56,56.0,22.0,21.9
57,57.0,22.0,21.9
58,58.0,22.0,21.9
59,59.0,22.1,22.0
60,60.0,22.1,22.0
61,61.0,23.3,22.0
62,62.0,24.5,22.0
63,63.0,24.5,22.0
64,64.0,26.1,22.1
65,65.0,27.6,22.2
66,66.0,29.3,22.3
67,67.0,30.9,22.4
68,68.0,32.8,22.6
69,69.0,34.5,22.6
70,70.0,36.1,22.9
71,71.0,36.1,23.1
72,72.0,38.3,23.4
73,73.0,40.1,23.7
74,74.0,41.8,24.1
75,75.0,43.5,24.4
76,76.0,45.3,24.8
77,77.0,47.1,24.8
78,78.0,49.0,25.2
79,79.0,49.0,25.6
80,80.0,51.2,26.0
81,81.0,52.9,26.3
82,82.0,54.8,28.1
83,83.0,56.5,28.1
84,84.0,58.3,28.1
85,85.0,60.0,29.0
86,86.0,60.0,29.0
87,87.0,62.2,29.7
88,88.0,64.0,30.3
89,89.0,65.8,30.3
90,90.0,67.5,31.0
91,91.0,69.4,31.0
92,92.0,71.1,31.0
93,93.0,72.8,31.9
