,time,tc_1,tc_2
0,0.0,22.0,21.8
1,1.0,22.0,21.8
2,2.0,22.0,21.8
3,3.0,21.9,21.7
4,4.0,21.9,21.7
5,5.0,21.9,21.7
6,6.0,21.9,21.7
7,7.0,21.9,21.7
8,8.0,21.9,21.7
9,9.0,21.9,21.7
10,10.0,21.9,21.7
11,11.0,21.9,21.7
12,12.0,21.9,21.7
13,13.0,21.9,21.7
14,14.0,21.9,21.7
15,15.0,21.9,21.7
16,16.0,21.9,21.7
17,17.0,21.9,21.7
18,18.0,21.9,21.7
19,19.0,21.9,21.7
20,20.0,21.9,21.7
21,21.0,21.9,21.7
22,22.0,21.9,21.7
23,23.0,21.9,21.7
24,24.0,21.9,21.7
25,25.0,21.9,21.7
26,26.0,21.9,21.7
27,27.0,21.9,21.7
28,28.0,21.9,21.7
29,29.0,21.9,21.7
30,30.0,21.9,21.7
31,31.0,21.9,21.7
32,32.0,21.9,21.7
33,33.0,21.9,21.7
34,34.0,21.9,21.7
35,35.0,21.9,21.7
36,36.0,21.9,21.7
37,37.0,21.9,21.7
38,38.0,21.9,21.7
39,39.0,21.9,21.7
40,40.0,21.9,21.7
41,41.0,21.9,21.7
42,42.0,21.9,21.7
43,43.0,21.9,21.7
44,44.0,21.9,21.7
45,45.0,21.9,21.7
46,46.0,21.9,21.7
47,47.0,21.9,21.7
48,48.0,21.9,21.7
49,49.0,21.9,21.7
50,50.0,21.9,21.7
51,51.0,21.9,21.7
52,52.0,21.9,21.7
53,53.0,21.9,21.7
54,54.0,21.9,21.7
55,55.0,21.9,21.7
56,56.0,22.0,21.8
57,57.0,22.0,21.8
58,58.0,22.0,21.8
59,59.0,22.0,21.8
60,60.0,22.0,21.8
61,61.0,22.1,21.8
62,62.0,23.2,21.8
63,63.0,24.4,21.8
64,64.0,25.7,21.9
65,65.0,25.7,21.9
66,66.0,27.6,22.1
67,67.0,29.3,22.3
68,68.0,30.8,22.5
69,69.0,32.6,22.8
70,70.0,34.2,23.2
71,71.0,34.2,23.2
72,72.0,36.4,23.6
73,73.0,38.2,25.5
74,74.0,40.0,25.5
75,75.0,41.7,26.5
76,76.0,43.6,26.5
77,77.0,45.5,26.5
78,78.0,47.2,27.6
79,79.0,47.2,27.6
80,80.0,49.3,28.5
81,81.0,51.2,28.5
82,82.0,53.0,29.6
83,83.0,54.7,29.6
84,84.0,56.6,30.5
85,85.0,58.3,30.5
86,86.0,60.0,31.2
87,87.0,60.0,31.2
88,88.0,62.2,32.1
89,89.0,64.0,32.7
90,90.0,65.7,32.7
91,91.0,67.4,33.5
92,92.0,69.2,33.5
93,93.0,71.0,33.5
94,94.0,72.7,34.5
95,95.0,72.7,35.2
96,96.0,74.8,35.2
97,97.0,76.5,36.1
98,98.0,78.1,36.1
99,99.0,79.9,37.1
100,100.0,81.4,37.1
101,101.0,81.4,37.1
102,102.0,83.5,38.1
103,103.0,85.1,38.1
104,104.0,86.7,39.0
105,105.0,88.3,39.0
106,106.0,90.0,39.9
107,107.0,91.5,39.9
108,108.0,93.2,39.9
109,109.0,94.6,40.7
110,110.0,94.6,40.7
111,111.0,96.5,41.7
112,112.0,98.0,41.7
113,113.0,99.6,42.4
114,114.0,101.2,43.0
115,115.0,102.5,43.0
116,116.0,102.5,43.0
117,117.0,104.4,43.8
118,118.0,105.9,43.8
119,119.0,107.3,44.7
120,120.0,108.7,44.7
121,121.0,110.2,45.4
122,122.0,111.6,45.4
123,123.0,113.0,45.4
124,124.0,113.0,46.2
125,125.0,114.6,46.2
126,126.0,116.1,47.0
127,127.0,117.4,47.0
128,128.0,118.8,47.8
129,129.0,120.2,47.8
130,130.0,121.6,47.8
131,131.0,122.9,48.6
132,132.0,122.9,48.6
133,133.0,124.5,49.3
134,134.0,125.7,49.3
135,135.0,127.1,50.0
136,136.0,128.4,50.0
137,137.0,129.8,50.6
138,138.0,131.0,50.6
139,139.0,132.1,50.6
140,140.0,132.1,51.3
141,141.0,133.7,51.3
142,142.0,134.9,52.0
143,143.0,136.1,52.0
144,144.0,137.3,52.6
145,145.0,138.5,52.6
146,146.0,138.5,52.6
147,147.0,139.9,53.3
148,148.0,141.1,53.3
149,149.0,142.3,53.9
150,150.0,143.4,53.9
151,151.0,144.6,54.6
152,152.0,145.8,54.6
153,153.0,146.9,54.6
154,154.0,146.9,55.3
155,155.0,148.3,55.3
156,156.0,149.4,55.3
157,157.0,150.5,56.1
158,158.0,151.6,56.1
159,159.0,152.7,56.7
160,160.0,153.7,56.7
161,161.0,154.7,56.7
162,162.0,154.7,57.4
163,163.0,156.0,57.4
164,164.0,157.0,58.0
165,165.0,158.0,58.0
166,166.0,159.0,58.0
167,167.0,160.0,58.8
168,168.0,161.1,58.8
169,169.0,162.0,58.8
170,170.0,162.0,59.4
171,171.0,163.1,59.4
172,172.0,164.1,60.1
173,173.0,165.1,60.1
174,174.0,166.1,60.1
175,175.0,167.0,60.8
176,176.0,167.0,60.8
177,177.0,168.1,60.8
178,178.0,169.0,61.4
179,179.0,169.9,61.4
180,180.0,170.9,62.1
181,181.0,171.8,62.1
182,182.0,172.8,62.1
183,183.0,173.6,62.1
184,184.0,173.6,62.8
185,185.0,174.7,62.8
186,186.0,175.6,63.4
187,187.0,176.5,63.4
188,188.0,177.4,63.4
189,189.0,178.2,64.2
190,190.0,179.1,64.2
191,191.0,179.9,64.2
192,192.0,179.9,64.8
193,193.0,180.9,64.8
194,194.0,181.8,64.8
195,195.0,182.6,65.7
196,196.0,183.3,65.7
197,197.0,184.2,65.7
198,198.0,185.0,65.7
199,199.0,185.8,66.5
200,200.0,185.8,66.5
201,201.0,186.7,66.5
202,202.0,187.5,67.3
203,203.0,188.3,67.3
204,204.0,189.0,67.3
205,205.0,189.7,68.0
206,206.0,189.7,68.0
207,207.0,190.7,68.0
208,208.0,191.4,68.6
209,209.0,192.2,68.6
210,210.0,193.0,68.6
211,211.0,193.8,69.4
212,212.0,194.5,69.4
213,213.0,195.2,69.4
214,214.0,195.2,69.4
215,215.0,196.0,70.2
216,216.0,196.7,70.2
217,217.0,197.5,70.8
218,218.0,198.1,70.8
219,219.0,198.8,70.8
220,220.0,199.6,70.8
221,221.0,200.3,71.6
222,222.0,200.3,71.6
223,223.0,201.1,71.6
224,224.0,201.9,72.3
225,225.0,201.9,72.3
226,226.0,202.9,72.3
227,227.0,203.6,73.1
228,228.0,204.2,73.1
229,229.0,204.8,73.1
230,230.0,204.8,73.1
231,231.0,205.7,73.9
232,232.0,206.3,73.9
233,233.0,206.3,73.9
234,234.0,207.5,74.6
235,235.0,208.1,74.6
236,236.0,208.1,74.6
237,237.0,208.9,74.6
238,238.0,209.5,75.4
239,239.0,210.1,75.4
240,240.0,210.7,75.4
241,241.0,210.7,76.1
242,242.0,211.9,76.1
243,243.0,212.5,76.1
244,244.0,212.5,76.1
245,245.0,213.1,76.9
246,246.0,213.7,76.9
247,247.0,213.7,77.5
248,248.0,214.8,77.5
249,249.0,214.8,77.5
250,250.0,215.9,77.5
251,251.0,215.9,78.1
252,252.0,215.9,78.1
253,253.0,217.1,78.1
254,254.0,217.7,79.1
255,255.0,217.7,79.1
256,256.0,218.7,79.1
257,257.0,219.3,79.7
258,258.0,219.3,79.7
259,259.0,220.3,79.7
260,260.0,220.3,79.7
261,261.0,221.1,80.6
262,262.0,221.1,80.6
263,263.0,221.9,80.6
264,264.0,221.9,81.2
265,265.0,222.9,81.2
266,266.0,222.9,81.2
267,267.0,222.9,81.8
268,268.0,224.0,81.8
269,269.0,224.0,82.4
270,270.0,225.0,82.4
271,271.0,225.0,82.4
272,272.0,225.8,82.4
273,273.0,225.8,83.0
274,274.0,225.8,83.0
275,275.0,226.7,83.0
276,276.0,226.7,83.8
277,277.0,227.7,83.8
278,278.0,227.7,83.8
279,279.0,228.6,84.5
280,280.0,228.6,84.5
281,281.0,229.3,84.5
282,282.0,229.3,84.5
283,283.0,229.9,85.2
284,284.0,230.5,85.2
285,285.0,230.5,85.2
286,286.0,231.3,86.0
287,287.0,231.3,86.0
288,288.0,232.3,86.0
289,289.0,232.3,86.0
290,290.0,232.3,86.8
291,291.0,233.3,86.8
292,292.0,233.3,86.8
293,293.0,233.9,87.6
294,294.0,233.9,87.6
295,295.0,234.8,87.6
296,296.0,234.8,87.6
297,297.0,234.8,88.3
298,298.0,235.7,88.3
299,299.0,235.7,89.0
300,300.0,236.5,89.0
301,301.0,236.5,89.0
302,302.0,237.4,89.6
303,303.0,237.4,89.6
304,304.0,238.2,89.6
305,305.0,238.2,89.6
306,306.0,238.2,90.4
307,307.0,239.1,90.4
308,308.0,239.1,90.4
309,309.0,239.9,91.2
310,310.0,239.9,91.2
311,311.0,239.9,91.2
312,312.0,240.7,91.2
313,313.0,240.7,92.0
314,314.0,241.5,92.0
315,315.0,241.5,92.0
316,316.0,242.2,92.7
317,317.0,242.2,92.7
318,318.0,242.8,92.7
319,319.0,242.8,92.7
320,320.0,243.4,93.6
321,321.0,243.4,93.6
322,322.0,244.1,93.6
323,323.0,244.1,94.2
324,324.0,244.7,94.2
325,325.0,244.7,94.2
326,326.0,245.3,94.8
327,327.0,245.3,94.8
328,328.0,245.3,95.4
329,329.0,246.1,95.4
330,330.0,246.1,95.4
331,331.0,246.8,96.1
332,332.0,246.8,96.1
333,333.0,247.5,96.1
334,334.0,247.5,96.1
335,335.0,247.5,96.8
336,336.0,248.1,96.8
337,337.0,248.1,96.8
338,338.0,248.7,97.5
339,339.0,248.7,97.5
340,340.0,249.4,97.5
341,341.0,249.4,97.5
342,342.0,249.4,98.3
343,343.0,250.1,98.3
344,344.0,250.1,98.3
345,345.0,250.7,99.0
346,346.0,250.7,99.0
347,347.0,251.3,99.0
348,348.0,251.3,99.0
349,349.0,251.9,99.8
350,350.0,251.9,99.8
351,351.0,251.9,99.8
352,352.0,252.6,100.4
353,353.0,252.6,100.4
354,354.0,252.6,100.4
355,355.0,253.4,101.2
356,356.0,253.4,101.2
357,357.0,253.4,101.2
358,358.0,254.0,101.2
359,359.0,254.0,101.9
360,360.0,254.6,101.9
361,361.0,254.6,101.9
362,362.0,254.6,101.9
363,363.0,254.6,102.7
364,364.0,254.6,102.7
365,365.0,253.5,102.7
366,366.0,252.4,102.7
367,367.0,251.3,102.7
368,368.0,250.1,102.6
369,369.0,248.8,102.6
370,370.0,247.4,102.6
371,371.0,246.2,102.5
372,372.0,246.2,102.5
373,373.0,244.6,102.4
374,374.0,243.2,102.3
375,375.0,241.9,102.1
376,376.0,240.6,102.0
377,377.0,239.2,101.8
378,378.0,237.9,101.8
379,379.0,236.7,101.7
380,380.0,236.7,101.5
381,381.0,235.1,101.4
382,382.0,233.8,101.2
383,383.0,232.5,101.1
384,384.0,231.2,100.9
385,385.0,230.0,100.8
386,386.0,230.0,100.8
387,387.0,228.4,100.6
388,388.0,227.1,100.5
389,389.0,225.9,100.3
390,390.0,224.7,100.2
391,391.0,223.3,100.0
392,392.0,222.1,100.0
393,393.0,220.9,99.9
394,394.0,220.9,99.7
395,395.0,219.5,99.5
396,396.0,218.3,99.4
