,time,tc_1,tc_2
0,0.0,22.3,22.2
1,1.0,22.3,22.2
2,2.0,22.2,22.1
3,3.0,22.2,22.1
4,4.0,22.2,22.1
5,5.0,22.2,22.1
6,6.0,22.2,22.0
7,7.0,22.2,22.0
8,8.0,22.2,22.0
9,9.0,22.2,22.0
10,10.0,22.2,22.0
11,11.0,22.2,22.0
12,12.0,22.2,22.0
13,13.0,22.2,22.0
14,14.0,22.2,22.0
15,15.0,22.2,22.0
16,16.0,22.2,22.0
17,17.0,22.2,22.0
18,18.0,22.2,22.0
19,19.0,22.2,22.0
20,20.0,22.2,22.0
21,21.0,22.2,22.0
22,22.0,22.2,22.0
23,23.0,22.2,22.0
24,24.0,22.2,22.0
25,25.0,22.2,22.0
26,26.0,22.2,22.0
27,27.0,22.2,22.0
28,28.0,22.2,22.0
29,29.0,22.2,22.0
30,30.0,22.2,22.0
31,31.0,22.2,22.0
32,32.0,22.1,22.0
33,33.0,22.1,22.0
34,34.0,22.1,22.0
35,35.0,22.1,22.0
36,36.0,22.1,22.0
37,37.0,22.1,22.0
38,38.0,22.1,22.0
39,39.0,22.1,22.0
40,40.0,22.1,22.0
41,41.0,22.1,22.0
42,42.0,22.1,22.0
43,43.0,22.1,22.0
44,44.0,22.1,22.0
45,45.0,22.1,22.0
46,46.0,22.1,22.0
47,47.0,22.1,22.0
48,48.0,22.1,22.0
49,49.0,22.1,22.0
50,50.0,22.1,22.0
51,51.0,22.0,21.9
52,52.0,22.1,21.9
53,53.0,22.1,21.9
54,54.0,22.1,21.9
55,55.0,22.1,21.9
56,56.0,22.1,21.9
57,57.0,22.1,21.9
58,58.0,22.1,21.9
59,59.0,22.2,22.0
60,60.0,22.2,22.0
61,61.0,23.1,22.1
62,62.0,24.4,22.2
63,63.0,26.2,22.3
64,64.0,27.8,22.3
65,65.0,29.6,22.5
66,66.0,29.6,24.2
67,67.0,31.9,24.2
68,68.0,33.7,25.2
69,69.0,35.6,25.2
70,70.0,37.5,26.2
71,71.0,39.3,26.2
72,72.0,39.3,26.2
73,73.0,41.5,27.4
74,74.0,43.4,27.4
75,75.0,45.3,28.4
76,76.0,47.1,28.4
77,77.0,49.0,29.4
78,78.0,50.9,29.4
79,79.0,52.7,30.0
80,80.0,52.7,30.6
81,81.0,54.9,30.6
82,82.0,56.6,31.6
83,83.0,58.5,31.6
84,84.0,60.4,32.6
85,85.0,62.2,33.2
86,86.0,63.8,33.2
87,87.0,63.8,33.2
88,88.0,66.1,34.2
89,89.0,67.8,34.2
90,90.0,69.7,35.1
91,91.0,71.3,35.1
92,92.0,73.1,36.0
93,93.0,74.9,36.0
94,94.0,76.5,36.7
95,95.0,76.5,36.7
96,96.0,78.5,37.7
97,97.0,80.3,37.7
98,98.0,81.8,38.7
99,99.0,83.5,38.7
100,100.0,85.2,39.6
101,101.0,86.7,39.6
102,102.0,88.4,39.6
103,103.0,88.4,40.7
104,104.0,90.3,40.7
105,105.0,92.0,41.5
106,106.0,93.5,41.5
107,107.0,95.1,42.3
108,108.0,96.7,42.9
109,109.0,98.3,42.9
110,110.0,99.7,42.9
111,111.0,99.7,43.8
112,112.0,101.6,43.8
113,113.0,103.2,44.8
114,114.0,104.6,44.8
115,115.0,106.1,45.5
116,116.0,107.4,45.5
117,117.0,107.4,45.5
118,118.0,109.2,46.3
119,119.0,110.7,46.3
120,120.0,112.1,47.2
121,121.0,113.5,47.2
122,122.0,115.0,48.0
123,123.0,116.4,48.0
124,124.0,117.6,48.0
125,125.0,117.6,48.8
126,126.0,119.3,48.8
127,127.0,120.6,49.6
128,128.0,122.0,49.6
129,129.0,123.3,50.3
130,130.0,124.8,50.3
131,131.0,126.1,50.3
132,132.0,127.3,51.1
133,133.0,127.3,51.1
134,134.0,128.9,51.8
135,135.0,130.1,51.8
136,136.0,131.4,52.5
137,137.0,132.6,52.5
138,138.0,133.8,53.2
139,139.0,135.1,53.2
140,140.0,136.3,53.2
141,141.0,136.3,53.9
142,142.0,137.7,53.9
143,143.0,139.0,54.6
144,144.0,140.1,54.6
145,145.0,141.4,55.2
146,146.0,142.5,55.2
147,147.0,142.5,55.2
148,148.0,143.9,56.0
149,149.0,145.1,56.0
150,150.0,146.2,56.7
151,151.0,147.3,56.7
152,152.0,148.4,57.3
153,153.0,149.5,57.3
154,154.0,150.6,57.3
155,155.0,150.6,58.0
156,156.0,151.9,58.0
157,157.0,153.1,58.7
158,158.0,154.1,58.7
159,159.0,155.1,58.7
160,160.0,156.2,59.6
161,161.0,157.2,59.6
162,162.0,158.2,59.6
163,163.0,158.2,60.3
164,164.0,159.3,60.3
165,165.0,160.4,60.9
166,166.0,161.3,60.9
167,167.0,162.3,60.9
168,168.0,163.2,61.7
169,169.0,164.2,61.7
170,170.0,165.1,61.7
171,171.0,165.1,62.4
172,172.0,166.4,62.4
173,173.0,167.3,63.1
174,174.0,168.2,63.1
175,175.0,169.1,63.1
176,176.0,169.9,63.9
177,177.0,169.9,63.9
178,178.0,171.1,63.9
179,179.0,172.0,64.6
180,180.0,173.0,64.6
181,181.0,173.8,65.2
182,182.0,174.8,65.2
183,183.0,175.7,65.2
184,184.0,176.5,65.8
185,185.0,176.5,65.8
186,186.0,177.5,66.4
187,187.0,178.4,66.4
188,188.0,179.2,67.0
189,189.0,180.1,67.0
190,190.0,181.0,67.6
191,191.0,181.8,67.6
192,192.0,182.6,67.6
193,193.0,182.6,68.3
194,194.0,183.6,68.3
195,195.0,184.4,68.3
196,196.0,185.3,69.1
197,197.0,186.1,69.1
198,198.0,187.0,69.7
199,199.0,187.6,69.7
200,200.0,188.4,69.7
201,201.0,188.4,70.3
202,202.0,189.4,70.3
203,203.0,190.1,70.3
204,204.0,190.9,71.3
205,205.0,191.5,71.3
206,206.0,192.3,71.3
207,207.0,192.3,71.3
208,208.0,193.1,71.9
209,209.0,193.8,71.9
210,210.0,194.6,72.5
211,211.0,195.2,72.5
212,212.0,195.9,72.5
213,213.0,196.6,72.5
214,214.0,197.3,73.4
215,215.0,198.0,73.4
216,216.0,198.0,73.4
217,217.0,198.7,74.2
218,218.0,199.5,74.2
219,219.0,200.1,74.8
220,220.0,200.8,74.8
221,221.0,201.5,74.8
222,222.0,201.5,74.8
223,223.0,202.3,75.6
224,224.0,203.0,75.6
225,225.0,203.6,76.2
226,226.0,203.6,76.2
227,227.0,204.8,76.8
228,228.0,205.5,76.8
229,229.0,205.5,76.8
230,230.0,205.5,76.8
231,231.0,206.7,77.6
232,232.0,207.4,77.6
233,233.0,208.0,78.2
234,234.0,208.6,78.2
235,235.0,209.3,78.8
236,236.0,209.9,78.8
237,237.0,209.9,78.8
238,238.0,209.9,78.8
239,239.0,211.1,79.6
240,240.0,211.7,79.6
241,241.0,212.3,79.6
242,242.0,212.3,80.5
243,243.0,213.3,80.5
244,244.0,213.3,80.5
245,245.0,214.4,81.1
246,246.0,214.4,81.1
247,247.0,215.0,81.1
248,248.0,215.7,81.8
249,249.0,216.3,81.8
250,250.0,216.3,82.5
251,251.0,217.4,82.5
252,252.0,217.4,82.5
253,253.0,218.0,83.1
254,254.0,218.6,83.1
255,255.0,218.6,83.7
256,256.0,219.7,83.7
257,257.0,220.4,83.7
258,258.0,220.4,83.7
259,259.0,221.3,84.7
260,260.0,221.3,84.7
261,261.0,221.3,84.7
262,262.0,222.2,85.4
263,263.0,222.2,85.4
264,264.0,223.2,85.4
265,265.0,223.2,86.2
266,266.0,224.1,86.2
267,267.0,224.1,86.2
268,268.0,224.1,86.2
269,269.0,225.2,87.0
270,270.0,225.2,87.0
271,271.0,226.1,87.6
272,272.0,226.1,87.6
273,273.0,227.1,87.6
274,274.0,227.1,87.6
275,275.0,228.0,88.4
276,276.0,228.0,88.4
277,277.0,228.6,89.0
278,278.0,228.6,89.0
279,279.0,229.5,89.6
280,280.0,229.5,89.6
281,281.0,230.4,89.6
282,282.0,230.4,89.6
283,283.0,231.1,90.4
284,284.0,231.1,90.4
285,285.0,231.8,91.0
286,286.0,231.8,91.0
287,287.0,232.6,91.6
288,288.0,232.6,91.6
289,289.0,233.5,91.6
290,290.0,233.5,91.6
291,291.0,233.5,92.4
292,292.0,234.4,92.4
293,293.0,234.4,92.4
294,294.0,235.1,93.2
295,295.0,235.1,93.2
296,296.0,236.0,93.2
297,297.0,236.0,93.2
298,298.0,236.0,94.0
299,299.0,236.9,94.0
300,300.0,236.9,94.7
301,301.0,237.7,94.7
302,302.0,237.7,94.7
303,303.0,238.4,95.4
304,304.0,238.4,95.4
305,305.0,239.1,95.4
306,306.0,239.1,96.0
307,307.0,239.1,96.0
308,308.0,239.9,96.6
309,309.0,239.9,96.6
310,310.0,240.7,96.6
311,311.0,240.7,97.4
312,312.0,240.7,97.4
313,313.0,241.6,97.4
314,314.0,241.6,98.0
315,315.0,242.4,98.0
316,316.0,242.4,98.6
317,317.0,243.0,98.6
318,318.0,243.0,98.6
319,319.0,243.8,99.2
320,320.0,243.8,99.2
321,321.0,244.4,99.2
322,322.0,244.4,100.0
323,323.0,245.0,100.0
324,324.0,245.0,100.6
325,325.0,245.8,100.6
326,326.0,245.8,100.6
327,327.0,246.5,101.3
328,328.0,246.5,101.3
329,329.0,246.5,101.3
330,330.0,247.1,101.9
331,331.0,247.1,101.9
332,332.0,247.1,102.5
333,333.0,248.0,102.5
334,334.0,248.0,102.5
335,335.0,248.0,102.5
336,336.0,248.0,103.3
337,337.0,248.9,103.3
338,338.0,248.9,103.3
339,339.0,248.9,104.1
340,340.0,249.6,104.1
341,341.0,249.6,104.1
342,342.0,249.6,104.1
343,343.0,250.2,104.9
344,344.0,250.2,104.9
345,345.0,250.9,105.6
346,346.0,250.9,105.6
347,347.0,250.9,105.6
348,348.0,251.7,106.2
349,349.0,251.7,106.2
350,350.0,252.4,106.2
351,351.0,252.4,106.9
352,352.0,253.0,106.9
353,353.0,253.0,106.9
354,354.0,253.7,107.8
355,355.0,253.7,107.8
356,356.0,254.3,107.8
357,357.0,254.3,107.8
358,358.0,254.3,108.6
359,359.0,254.9,108.6
360,360.0,254.9,109.3
361,361.0,254.9,109.3
362,362.0,254.9,109.3
363,363.0,254.1,109.3
364,364.0,252.9,109.3
365,365.0,252.9,109.2
366,366.0,252.9,107.9
367,367.0,251.0,107.9
368,368.0,249.6,107.9
369,369.0,248.3,107.9
370,370.0,246.9,107.8
371,371.0,245.4,107.8
372,372.0,244.0,107.7
373,373.0,244.0,107.7
374,374.0,242.4,107.5
375,375.0,240.9,107.4
376,376.0,239.5,107.3
377,377.0,238.2,107.1
378,378.0,236.7,107.0
379,379.0,235.4,107.0
