,time,tc_1,tc_2
0,0.0,22.1,22.2
1,1.0,22.1,22.2
2,2.0,22.1,22.2
3,3.0,22.1,22.2
4,4.0,22.0,22.2
5,5.0,22.0,22.1
6,6.0,22.0,22.1
7,7.0,22.0,22.1
8,8.0,22.0,22.1
9,9.0,22.0,22.1
10,10.0,22.0,22.1
11,11.0,22.0,22.1
12,12.0,22.0,22.1
13,13.0,22.0,22.1
14,14.0,22.0,22.1
15,15.0,22.0,22.1
16,16.0,22.0,22.1
17,17.0,22.0,22.1
18,18.0,22.0,22.1
19,19.0,22.0,22.1
20,20.0,22.0,22.1
21,21.0,22.0,22.1
22,22.0,22.0,22.1
23,23.0,22.0,22.1
24,24.0,22.0,22.0
25,25.0,22.0,22.0
26,26.0,22.0,22.0
27,27.0,22.0,22.0
28,28.0,22.0,22.0
29,29.0,22.0,22.0
30,30.0,22.0,22.0
31,31.0,22.0,22.0
32,32.0,22.0,22.0
33,33.0,22.0,22.0
34,34.0,22.0,22.0
35,35.0,22.0,22.0
36,36.0,22.0,22.0
37,37.0,22.0,22.0
38,38.0,22.0,22.0
39,39.0,22.0,22.0
40,40.0,22.0,22.0
41,41.0,22.0,22.0
42,42.0,22.0,22.0
43,43.0,22.0,22.0
44,44.0,22.0,22.0
45,45.0,22.0,22.0
46,46.0,22.0,22.0
47,47.0,22.0,22.0
48,48.0,22.0,22.0
49,49.0,22.0,22.0
50,50.0,22.0,22.0
51,51.0,22.0,22.0
52,52.0,22.0,22.0
53,53.0,22.0,22.0
54,54.0,22.0,22.0
55,55.0,22.0,22.0
56,56.0,22.0,22.0
57,57.0,22.0,22.0
58,58.0,22.0,22.1
59,59.0,22.1,22.1
60,60.0,22.1,22.1
61,61.0,22.2,22.1
62,62.0,23.8,22.1
63,63.0,25.2,22.2
64,64.0,26.7,22.3
65,65.0,28.5,22.5
66,66.0,30.2,22.5
67,67.0,31.9,22.7
68,68.0,31.9,23.1
69,69.0,34.1,23.5
70,70.0,36.0,25.4
71,71.0,37.8,25.4
72,72.0,39.5,26.3
73,73.0,41.4,26.3
74,74.0,43.3,26.3
75,75.0,45.0,27.4
76,76.0,45.0,27.4
77,77.0,47.2,28.3
78,78.0,49.2,29.0
79,79.0,50.9,29.0
80,80.0,52.7,29.8
81,81.0,54.6,30.4
82,82.0,56.4,30.4
83,83.0,58.2,31.0
84,84.0,58.2,31.0
85,85.0,60.5,32.0
86,86.0,62.2,32.6
87,87.0,63.9,32.6
88,88.0,65.7,33.5
89,89.0,67.5,33.5
90,90.0,67.5,34.1
91,91.0,69.5,34.1
92,92.0,71.3,35.0
93,93.0,73.1,35.0
94,94.0,74.7,36.0
95,95.0,76.5,36.0
96,96.0,78.2,36.0
97,97.0,79.8,37.1
98,98.0,79.8,37.1
99,99.0,81.9,38.0
100,100.0,83.7,38.6
101,101.0,85.2,38.6
102,102.0,86.9,39.4
103,103.0,88.6,39.4
104,104.0,90.1,39.4
105,105.0,91.6,40.4
106,106.0,91.6,40.4
107,107.0,93.6,41.3
108,108.0,95.3,41.3
109,109.0,96.8,42.2
110,110.0,98.3,42.2
111,111.0,99.9,43.0
112,112.0,101.4,43.0
113,113.0,103.0,43.0
114,114.0,103.0,44.0
115,115.0,104.9,44.0
116,116.0,106.5,44.9
117,117.0,107.8,44.9
118,118.0,109.3,45.5
119,119.0,110.7,45.5
120,120.0,110.7,45.5
121,121.0,112.5,46.4
122,122.0,113.9,46.4
123,123.0,115.4,47.2
124,124.0,116.8,47.2
125,125.0,118.2,48.0
126,126.0,119.6,48.0
127,127.0,120.9,48.0
128,128.0,120.9,48.7
129,129.0,122.6,48.7
130,130.0,124.0,49.5
131,131.0,125.3,49.5
132,132.0,126.6,50.2
133,133.0,128.0,50.2
134,134.0,129.2,50.2
135,135.0,130.6,50.9
136,136.0,130.6,50.9
137,137.0,132.1,51.6
138,138.0,133.5,51.6
139,139.0,134.7,52.3
140,140.0,135.9,52.3
141,141.0,137.2,53.0
142,142.0,138.5,53.0
143,143.0,139.6,53.0
144,144.0,139.6,53.7
145,145.0,141.2,53.7
146,146.0,142.4,54.4
147,147.0,143.5,54.4
148,148.0,144.7,55.0
149,149.0,145.8,55.0
150,150.0,145.8,55.0
151,151.0,147.3,55.7
152,152.0,148.5,55.7
153,153.0,149.6,56.3
154,154.0,150.7,56.3
155,155.0,151.9,56.9
156,156.0,153.1,56.9
157,157.0,154.2,56.9
158,158.0,154.2,57.6
159,159.0,155.5,57.6
160,160.0,156.6,58.3
161,161.0,157.5,58.3
162,162.0,158.6,58.3
163,163.0,159.7,59.2
164,164.0,160.8,59.2
165,165.0,161.7,59.2
166,166.0,161.7,59.2
167,167.0,163.0,60.1
168,168.0,164.1,60.1
169,169.0,165.0,60.7
170,170.0,166.0,60.7
171,171.0,167.1,60.7
172,172.0,168.0,60.7
173,173.0,168.9,61.6
174,174.0,168.9,61.6
175,175.0,170.1,62.2
176,176.0,171.1,62.2
177,177.0,172.0,62.2
178,178.0,173.0,62.9
179,179.0,173.9,62.9
180,180.0,173.9,62.9
181,181.0,175.1,63.6
182,182.0,176.1,63.6
183,183.0,176.9,64.2
184,184.0,177.8,64.2
185,185.0,178.7,64.8
186,186.0,179.6,64.8
187,187.0,180.4,64.8
188,188.0,180.4,64.8
189,189.0,181.5,65.6
190,190.0,182.5,65.6
191,191.0,183.3,66.2
192,192.0,184.0,66.2
193,193.0,185.0,66.8
194,194.0,185.7,66.8
195,195.0,186.6,66.8
196,196.0,186.6,67.4
197,197.0,187.6,67.4
198,198.0,188.5,68.1
199,199.0,189.2,68.1
200,200.0,190.0,68.1
201,201.0,190.8,68.8
202,202.0,191.6,68.8
203,203.0,192.4,68.8
204,204.0,192.4,68.8
205,205.0,193.5,69.8
206,206.0,194.3,69.8
207,207.0,194.9,69.8
208,208.0,195.7,70.5
209,209.0,196.5,70.5
210,210.0,196.5,70.5
211,211.0,197.3,70.5
212,212.0,198.2,71.4
213,213.0,198.8,71.4
214,214.0,199.5,71.4
215,215.0,200.2,72.2
216,216.0,201.0,72.2
217,217.0,201.7,72.2
218,218.0,201.7,72.2
219,219.0,202.5,73.0
220,220.0,203.2,73.0
221,221.0,203.9,73.0
222,222.0,204.5,73.8
223,223.0,205.2,73.8
224,224.0,206.0,73.8
225,225.0,206.0,74.4
226,226.0,206.0,74.4
227,227.0,207.3,74.4
228,228.0,207.9,75.3
229,229.0,208.5,75.3
230,230.0,209.1,75.3
231,231.0,209.7,76.0
232,232.0,210.4,76.0
233,233.0,210.4,76.0
234,234.0,211.1,76.7
235,235.0,211.8,76.7
236,236.0,211.8,76.7
237,237.0,212.9,77.4
238,238.0,213.6,77.4
239,239.0,213.6,77.4
240,240.0,214.8,77.4
241,241.0,214.8,78.3
242,242.0,215.4,78.3
243,243.0,216.1,78.9
244,244.0,216.1,78.9
245,245.0,217.1,78.9
246,246.0,217.1,79.5
247,247.0,218.3,79.5
248,248.0,218.3,79.5
249,249.0,218.3,80.1
250,250.0,219.6,80.1
251,251.0,220.2,80.7
252,252.0,220.2,80.7
253,253.0,221.2,80.7
254,254.0,221.2,80.7
255,255.0,221.2,81.4
256,256.0,222.3,81.4
257,257.0,223.1,82.0
258,258.0,223.1,82.0
259,259.0,224.0,82.0
260,260.0,224.0,82.8
261,261.0,225.0,82.8
262,262.0,225.0,82.8
263,263.0,225.0,82.8
264,264.0,226.1,83.5
265,265.0,226.1,83.5
266,266.0,227.1,83.5
267,267.0,227.1,84.3
268,268.0,228.0,84.3
269,269.0,228.6,84.3
270,270.0,228.6,84.3
271,271.0,228.6,85.2
272,272.0,229.6,85.2
273,273.0,229.6,85.2
274,274.0,230.5,85.9
275,275.0,230.5,85.9
276,276.0,231.3,85.9
277,277.0,231.3,85.9
278,278.0,232.1,86.7
279,279.0,232.1,86.7
280,280.0,232.8,87.3
281,281.0,232.8,87.3
282,282.0,233.5,87.3
283,283.0,233.5,87.9
284,284.0,234.4,87.9
285,285.0,234.4,87.9
286,286.0,234.4,88.5
287,287.0,235.4,88.5
288,288.0,235.4,88.5
289,289.0,236.3,89.3
290,290.0,236.3,89.3
291,291.0,237.2,89.3
292,292.0,237.2,89.9
293,293.0,237.2,89.9
