,Unnamed: 0,time,tc_1,tc_2
0,0,0.0,22.78801241925236,22.63279196431405
1,1,1.0,22.792842172852087,22.633781570190973
2,2,2.0,22.796783396496654,22.634643964432378
3,3,3.0,22.79989198202654,22.63538630074445
4,4,4.0,22.8022258628146,22.636013721946583
5,5,5.0,22.80384439445455,22.636535870998514
6,6,6.0,22.804807452774053,22.636955787045707
7,7,7.0,22.80517464300541,22.637276509999097
8,8,8.0,22.80500478619842,22.63749876089866
9,9,9.0,22.80435549884789,22.637620561694746
10,10,10.0,22.803283057021023,22.637637210149755
11,11,11.0,22.8018424477457,22.637540843208242
12,12,12.0,22.800087620617855,22.637320425040542
13,13,13.0,22.79807187166986,22.636961754889853
14,14,14.0,22.795848291285274,22.636447486005096
15,15,15.0,22.79347025181117,22.635757553556896
16,16,16.0,22.790991769013726,22.634868882482724
17,17,17.0,22.788467713784748,22.633756277191722
18,18,18.0,22.785953688449784,22.632392519283453
19,19,19.0,22.783505604165263,22.630748943491575
20,20,20.0,22.781178581483502,22.62879595869861
21,21,21.0,22.779025425715123,22.626503875960342
22,22,22.0,22.77709424368418,22.623843243162735
23,23,23.0,22.775425311283897,22.620786136178133
24,24,24.0,22.77404692801598,22.617306621601383
25,25,25.0,22.77297030656943,22.61338169909155
26,26,26.0,22.772183009170515,22.608992471302297
27,27,27.0,22.77164323714871,22.604124788815728
28,28,28.0,22.771269780411302,22.59877066782193
29,29,29.0,22.77093831954127,22.59292890755378
30,30,30.0,22.770478706276624,22.586606555816406
31,31,31.0,22.769675729667526,22.579819664120993
32,32,32.0,22.768273046585914,22.57259431620181
33,33,33.0,22.765980093018815,22.56496795412559
34,34,34.0,22.76248211243962,22.55698987748629
35,35,35.0,22.757453075578628,22.548722583252882
36,36,36.0,22.750571539326046,22.54024208933907
37,37,37.0,22.741539193142486,22.53163948054654
38,38,38.0,22.73010215011113,22.52302036493109
39,39,39.0,22.716074031701865,22.514506440382785
40,40,40.0,22.699361386029178,22.50623504482479
41,41,41.0,22.679990135928414,22.49835976808014
42,42,42.0,22.658133104423797,22.49105001903176
43,43,43.0,22.634137363226934,22.48449118713131
44,44,44.0,22.608550798707885,22.47888381376886
45,45,45.0,22.582147152977278,22.474442976639864
46,46,46.0,22.555948381994092,22.471397121521985
47,47,47.0,22.531243229864774,22.469987191794075
48,48,48.0,22.5095990792801,22.47046449238172
49,49,49.0,22.492870809191622,22.47308751135529
50,50,50.0,22.483194721706216,22.47812648528808
51,51,51.0,22.48297228982449,22.485850825033015
52,52,52.0,22.494840228026266,22.496533096161393
53,53,53.0,22.52162672872766,22.510445194265678
54,54,54.0,22.56629431568249,22.527857191371638
55,55,55.0,22.631869269072318,22.549027787437893
56,56,56.0,22.72135919030988,22.57421229672317
57,57,57.0,22.837660447829602,22.60365273479583
58,58,58.0,22.98345836306412,22.637576771485485
59,59,59.0,23.1611240849949,22.67619484340329
60,60,60.0,23.37261315161934,22.719697179844
61,61,61.0,23.61937218084282,22.768250952810153
62,62,62.0,23.902261763731648,22.821997687408167
63,63,63.0,24.221502841621003,22.8810525428319
64,64,64.0,24.57666555375814,22.945495534475576
65,65,65.0,24.96667656279951,23.015380084959332
66,66,66.0,25.389910923232758,23.090727091264444
67,67,67.0,25.84426193745538,23.17152078461705
68,68,68.0,26.327245051084862,23.25771399638191
69,69,69.0,26.836070452053107,23.349229249350167
70,70,70.0,27.367754870545326,23.445952973035936
71,71,71.0,27.919218332922465,23.54774993160773
72,72,72.0,28.487378105543566,23.654453223443895
73,73,73.0,29.06923200614522,23.76587048581699
74,74,74.0,29.66193038082594,23.881797287750615
75,75,75.0,30.2628276000705,24.002005652809842
76,76,76.0,30.86952323656217,24.126248891196656
77,77,77.0,31.479858408457563,24.25427513159525
78,78,78.0,32.09193416906975,24.385818041945978
79,79,79.0,32.70412622332767,24.520606807657526
80,80,80.0,33.3150564968216,24.658365912542614
81,81,81.0,33.92361468910515,24.798821011772432
