,Unnamed: 0,time,tc_1,tc_2
0,0,0.0,23.19678319112622,23.254805251292364
1,1,1.0,23.185741632156653,23.248478436609137
2,2,2.0,23.174865850704865,23.242152622240248
3,3,3.0,23.164250611720572,23.23583922675909
4,4,4.0,23.1539936867486,23.229547886906534
5,5,5.0,23.14419371311836,23.223293422622778
6,6,6.0,23.134948749969038,23.217084508915033
7,7,7.0,23.12634963207735,23.21093101664054
8,8,8.0,23.118478397278256,23.204841381697943
9,9,9.0,23.111406009077847,23.19882284830782
10,10,10.0,23.10519165692894,23.19288086664267
11,11,11.0,23.099882731637752,23.187019114086354
12,12,12.0,23.095515316758906,23.18123742344242
13,13,13.0,23.092114881479393,23.175538549832087
14,14,14.0,23.089696952355354,23.16991748107145
15,15,15.0,23.08826768899311,23.16436831509709
16,16,16.0,23.087823955348522,23.158882482591444
17,17,17.0,23.08835321903494,23.153448885847734
18,18,18.0,23.089832751115637,23.148054132583546
19,19,19.0,23.092228477322536,23.142682821759713
20,20,20.0,23.095493326336314,23.13731803164598
21,21,21.0,23.099564965481214,23.131941697630822
22,22,22.0,23.104363645767048,23.126535273253033
23,23,23.0,23.109789358777984,23.121080290342544
24,24,24.0,23.11571933573733,23.11555910020832
25,25,25.0,23.122005577777987,23.10995547021917
26,26,26.0,23.128472756168442,23.104255552109233
27,27,27.0,23.134916781014937,23.09844836223324
28,28,28.0,23.141104251644094,23.092526943814654
29,29,29.0,23.146773097100787,23.086488767715
30,30,30.0,23.1516344987452,23.080336942795217
31,31,31.0,23.155376682940382,23.07408069142947
32,32,32.0,23.15767033264836,23.06773630070471
33,33,33.0,23.15817648609756,23.061327766347
34,34,34.0,23.156556284723465,23.054887596164818
35,35,35.0,23.152483172332357,23.04845723756963
36,36,36.0,23.145657942612747,23.042088032192392
37,37,37.0,23.13582507712408,23.035841372766992
38,38,38.0,23.12279257729999,23.02978926581456
39,39,39.0,23.10645241019461,23.02401471808662
40,40,40.0,23.086803379089467,23.01861198944223
41,41,41.0,23.063974339825883,23.013686310209454
42,42,42.0,23.03824822554452,23.009354418937196
43,43,43.0,23.01008526718203,23.005744356376418
44,44,44.0,22.9801449322849,23.00299461107372
45,45,45.0,22.949305548820732,23.001254429103234
46,46,46.0,22.91868012087032,23.000682645980028
47,47,47.0,22.88962753964509,23.001447385685314
48,48,48.0,22.863757900924487,23.003724718340305
49,49,49.0,22.842930221070468,23.00769794810888
50,50,50.0,22.829241973644628,23.013556287585583
51,51,51.0,22.825009026336417,23.02149328923579
52,52,52.0,22.83273538990973,23.031705537390764
53,53,53.0,22.85507180566782,23.04439083576333
54,54,54.0,22.894763506016638,23.059746407511586
55,55,55.0,22.954587045234103,23.07796698699614
56,56,56.0,23.037277398260684,23.099242775941697
57,57,57.0,23.145446746366943,23.123757390336166
58,58,58.0,23.28149739174623,23.151685760838333
59,59,59.0,23.447532245105943,23.183191902323546
60,60,60.0,23.645267366292646,23.218426965609076
61,61,61.0,23.87595225550123,23.257527123247083
62,62,62.0,24.14030230758926,23.300611756608745
63,63,63.0,24.438457567285262,23.347783595523072
64,64,64.0,24.76996868894021,23.399120168059998
65,65,65.0,25.133800330932203,23.45468511146894
66,66,66.0,25.528423656518157,23.514513184270495
67,67,67.0,25.95186047309361,23.578623777233872
68,68,68.0,26.401803901229805,23.647006730703733
69,69,69.0,26.875710341396303,23.71963633694791
70,70,70.0,27.37089438288549,23.7964594096104
71,71,71.0,27.884623703236276,23.87740320539345
72,72,72.0,28.41417406570501,23.96237645439509
73,73,73.0,28.956909448791112,24.051263893379105
74,74,74.0,29.5103444735406,24.143938300044546
75,75,75.0,30.07219682734937,24.240257317118232
76,76,76.0,30.640423158788032,24.34005825736274
77,77,77.0,31.213257959937227,24.44317749627797
78,78,78.0,31.7891907593869,24.549436907259143
79,79,79.0,32.367003578862345,24.658647330191144
80,80,80.0,32.945724674038196,24.7706211475144
81,81,81.0,33.52462113615141,24.885160391084874
82,82,82.0,34.103178729629924,25.002070587526006
83,83,83.0,34.68103378096054,25.12115740544053
84,84,84.0,35.25796845203068,25.24222102342601
85,85,85.0,35.83385073248911,25.365074977317303
86,86,86.0,36.408582996305626,25.489531388621263
87,87,87.0,36.982103908105415,25.61540377376858
88,88,88.0,37.55437931724265,25.742516554881888
89,89,89.0,38.12536418945114,25.870700452269038
90,90,90.0,38.695020701748454,25.999786230179836
91,91,91.0,39.26329354016035,26.1296224233385
92,92,92.0,39.83010620015641,26.260059994885737
93,93,93.0,40.3953346400771,26.39095417752784
94,94,94.0,40.958778227816296,26.522173858365665
95,95,95.0,41.52019654632864,26.65359608150816
96,96,96.0,42.07931282784881,26.78510309059464
97,97,97.0,42.63584141775291,26.91658599814648
98,98,98.0,43.18950527860096,27.047946605707093
99,99,99.0,43.74005102953474,27.17910101203764
100,100,100.0,44.28725385122632,27.30996367868719
101,101,101.0,44.83092828576792,27.44046653517387
102,102,102.0,45.37090267575858,27.570543348276747
103,103,103.0,45.90703372980086,27.70014330492763
104,104,104.0,46.43919864640575,27.82921718859705
105,105,105.0,46.96730947837547,27.957729090092624
106,106,106.0,47.491290026263485,28.085647284214268
107,107,107.0,48.01110964158473,28.212954564842445
108,108,108.0,48.52677756444517,28.339629731334732
109,109,109.0,49.038356814509726,28.465666781202582
110,110,110.0,49.545940556419225,28.591058505322597
111,111,111.0,50.04966277778843,28.715810214378823
112,112,112.0,50.54968856864966,28.83992533577689
113,113,113.0,51.04622593585787,28.963417220026344
114,114,114.0,51.53949066795196,29.08629988143961
115,115,115.0,52.02973299959121,29.208597736207036
116,116,116.0,52.51720053906615,29.330327471568047
117,117,117.0,53.002147878936114,29.451515164041297
118,118,118.0,53.48483687640055,29.572186583925056
119,119,119.0,53.96550141328374,29.692370527543737
120,120,120.0,54.44437767353826,29.812089571753045
121,121,121.0,54.921657756140085,29.93137713814879
122,122,122.0,55.397509557604174,30.050261629979108
123,123,123.0,55.87204773787045,30.16876785521667
124,124,124.0,56.34530501743024,30.286927917832575
125,125,125.0,56.817270251879286,30.40476703425606
126,126,126.0,57.287854795016194,30.52231805946113
127,127,127.0,57.756942145263764,30.63960753967605
128,128,128.0,58.22436209224978,30.75666673933255
129,129,129.0,58.68993307311652,30.873533259601242
130,130,130.0,59.15343572864545,30.990235562629415
131,131,131.0,59.61465393112826,31.106810483807752
132,132,132.0,60.073348374538206,31.223296393710175
133,133,133.0,60.529288180269106,31.339728063156524
134,134,134.0,60.982225550164486,31.456148826586887
135,135,135.0,61.43194358535911,31.57259669363971
136,136,136.0,61.878234164509536,31.689114739825524
137,137,137.0,62.32092581065074,31.805750511846853
138,138,138.0,62.75988516212108,31.922546985015945
139,139,139.0,63.19500493092679,32.03955053451402
140,140,140.0,63.626179464783625,32.15680167937253
141,141,141.0,64.05333666263594,32.274345060200844
142,142,142.0,64.47640562322417,32.39222166649581
143,143,143.0,64.89536270841037,32.510468142589495
144,144,144.0,65.31020019420804,32.62912314979498
145,145,145.0,65.72095422205403,32.748217743300664
146,146,146.0,66.12768424906177,32.86777476259836
147,147,147.0,66.53045049117394,32.98781734705813
148,148,148.0,66.92934385193543,33.10836311574211
149,149,149.0,67.32445326688301,33.22941899941137
150,150,150.0,67.7159005826646,33.35098970646684
151,151,151.0,68.10380827544283,33.47307951598056
152,152,152.0,68.48832357924985,33.595676704491076
153,153,153.0,68.86959583412994,33.718772740361395
154,154,154.0,69.24775343117943,33.84234721419136
155,155,155.0,69.62292812853433,33.96638211723144
156,156,156.0,69.99522429486511,34.090848655385976
157,157,157.0,70.36475013464928,34.215721607666616
158,158,158.0,70.73159167743276,34.3409642890063
159,159,159.0,71.09584401829461,34.46655021364468
160,160,160.0,71.45758376090251,34.592438775276435
161,161,161.0,71.81689239911994,34.71859683881349
162,162,162.0,72.17384053831707,34.84498368238704
163,163,163.0,72.5284692667133,34.97156505811395
164,164,164.0,72.88082400122836,35.09829952159329
165,165,165.0,73.23092759060236,35.22515109163401
166,166,166.0,73.57880943256676,35.352080248294484
167,167,167.0,73.9244790528816,35.479052694238305
168,168,168.0,74.26794781366883,35.6060301558061
169,169,169.0,74.60921093813492,35.73297030406502
170,170,170.0,74.94822971010638,35.85983715940513
171,171,171.0,75.28495671776294,35.98658694888486
172,172,172.0,75.61931336259887,36.1131820489168
173,173,173.0,75.95122373396308,36.23957514762892
174,174,174.0,76.2805975989193,36.365728461019046
175,175,175.0,76.6073688931679,36.491597573267356
176,176,176.0,76.9314791540693,36.61713325080561
177,177,177.0,77.25290614200456,36.742291522313316
178,178,178.0,77.57164631125008,36.86701992126009
179,179,179.0,77.88774086851113,36.99126939931265
180,180,180.0,78.20125404317767,37.114985475820745
181,181,181.0,78.51230263956484,37.23811684034461
182,182,182.0,78.82102837992085,37.3606046040419
183,183,183.0,79.12760973888125,37.48239098718977
184,184,184.0,79.43223998611893,37.60341081127005
185,185,185.0,79.73510423638237,37.72360419168945
186,186,186.0,80.03639470140426,37.842903013253924
187,187,187.0,80.33628285501901,37.961245840826045
188,188,188.0,80.63494477802104,38.07856270446356
189,189,189.0,80.93253620619488,38.19479549386251
190,190,190.0,81.22921354662068,38.30988288120394
191,191,191.0,81.52511932598169,38.42376466532932
192,192,192.0,81.82036923919101,38.53638476838164
193,193,193.0,82.11507684096716,38.647695842534
194,194,194.0,82.40933517734554,38.757656465702766
195,195,195.0,82.70325076908661,38.8662270909553
